user_id,first_name,last_name,phone_number,address,sin_hash,tenant_company,subscription_tier,age,sex,bmi,smoker_status,dependents,recent_hospitalizations,base_risk_score,ocr_conditions,ocr_confidence,requires_manual_review,region,high_risk
0e54ae57-1dc6-4241-b32c-feb5c7a97908,Janice,Hoffman,312.805.9826,"0533 Michael Points Suite 923, Port Lisa, NS H4N 5S3",20e7f96750a0ca9ee7a0a999f3bd7ee5a40044d9dbe35033f876ad6b29e75c10,Atlantic Blue,Enterprise,58,Non-binary,28.6,True,0,1,33.26,Heart Disease,0.96,False,Quebec,True
8d5c1a58-773c-4ad6-aaec-23d69433f082,Kristin,Rodriguez,473-375-4330,"1458 Frazier Ville Suite 014, New Sydney, NL E6S 7P9",72c8fef5b6fb4b4c3f7b4eb6cbd8efa79e02ef00ab5c788ea9a57a86cd77d559,Pacific Care,Premium,39,Male,33.4,True,0,0,19.61,Diabetes,0.69,False,New Brunswick,True
e0e42767-9daa-442f-ac8e-7adab52a4aaf,Darrell,Lam,(240) 608-8356,"148 Estrada Islands Suite 482, South Elizabeth, NS M1R 5Y5",76994b4c15b32d99bb0c4d0971afda36c0a2df832cde36cce1cc2aa25e574b20,Northern Shield,Standard,51,Non-binary,26.2,False,2,2,22.4,Diabetes,0.72,False,Saskatchewan,True
dbc0be47-47a7-41df-9da3-34a40b6aa875,Jason,Floyd,1 (977) 738-7214,"43320 John Mountains, South Robertshire, NB V3R1K2",4fcaa884fed03b63941ac24d01737e57a3006706394d1260ac1dfbe3b00db9dd,Northern Shield,Standard,38,Female,23.7,False,1,0,22.13,Heart Disease,0.99,False,Manitoba,False
ca5c1f00-7e38-4554-ad1e-fff45cdba418,Kimberly,Robinson,(870) 831-7278 x895,"77434 Sims Harbor Suite 143, Matthewside, BC G3K 4R2",f0411a9e3556fd95635c8d81cd43a3d96b454f441da140c1d3864ee0ffbf4e8b,Pacific Care,Enterprise,62,Male,30.8,False,2,0,23.75,Heart Disease,0.64,False,New Brunswick,True
e74c34cc-ebcc-4739-b790-6c3b1f21938b,Robert,Rivera,560-366-9096 x705,"893 Robinson Mews Suite 065, Ramseymouth, MB R7A 3C8",5798b3ad0a83a63e28ef3cb6251b4e206048f4fb56c9b492446a5aa833d71de0,Atlantic Blue,Premium,36,Male,27.5,False,0,0,12.93,Diabetes,0.86,False,Manitoba,False
9664a6aa-5482-47c4-aca7-c53e5286f9fb,Hunter,Green,1 (837) 556-4641,"3100 James Brooks, East David, QC J6T 3L2",369533041b89adf26622bff2121036bb4fe44cc125b5289e52a21228cb610e8b,Northern Shield,Standard,31,Male,34.7,True,0,0,8.97,Diabetes,0.97,True,New Brunswick,True
b9acd79f-86fe-403d-b706-801592c8681c,Kimberly,Martin,1-419-049-6631,"919 Michael Meadow Suite 185, Port Robertfort, BC P7T3G9",61fb4896397f05ae97becfde77dc016dfd019ab39af24dbcf76d52764a12d483,Atlantic Blue,Standard,26,Male,28.1,False,1,2,16.87,COPD,0.74,False,Nova Scotia,True
7ff8c590-fee6-4f19-ae11-2a80be23a257,Tammy,Nelson,(777) 694-5314 x737,"5273 Salinas Junctions, Nicoleview, ON X4J 7C8",ead77b294e1e652f473d09fc130efb584f2d83ba2432f32e44f8184d810dba77,Atlantic Blue,Standard,54,Non-binary,33.1,False,0,1,5.32,Asthma,0.64,False,Manitoba,True
8a7a8a37-8267-4420-b5c5-2c9365a9405e,Angela,Allen,977-014-3634 x957,"855 Nelson Glen Apt. 135, Lake Amandaburgh, NB V5L 2X4",ddca3d491f0c802ba25360241d5a8b043423bee82b8e7f4e05f6650558f4f30c,Prairie Life,Standard,52,Non-binary,21.0,False,1,1,34.72,COPD,0.86,False,Manitoba,True
e018015e-b783-4897-aa79-e0fefd787343,Kenneth,Ward,1-808-240-0842,"477 Peterson Center, Shelleyfort, BC R1V 3C3",8aa2fc71c07898a87fb8bcbb88884c51c1ae3e731cbb4cee4e5886a87108ed82,Atlantic Blue,Standard,41,Male,23.2,False,2,1,32.82,Asthma,0.8,False,Manitoba,False
ddb83c54-0f6f-4cbd-aaea-aebec4a905b6,Lisa,Avery,731.869.9938,"9649 Chelsea Streets Apt. 334, East Johnside, BC A8S 5T1",16b5109a1597c2bd0bc3c0ba5365c64e153cb0a2dd6bba14d405553a8372e191,Oshawa Health,Premium,44,Female,22.2,False,1,3,5.54,COPD,0.97,False,Alberta,True
6bf3b056-b954-4cc3-816c-b5619d0e2188,Jesse,Mann,213-493-6183 x242,"9947 Taylor Hollow, Benderhaven, ON T7C6B5",ce89dd8f155f50a4693899cf93d6a063bd90240f3a2744ad9726825831b18d92,Atlantic Blue,Premium,38,Non-binary,30.9,False,2,0,37.77,Cancer,0.88,False,Ontario,True
2a010cb8-a6b3-4248-b7c9-ea587376b95d,Anthony,Perez,749-027-8742,"5655 Mia Isle, Steeleport, QC Y2B6T5",145f51c081509d2950b093cc411ea18aa6ce474b4379fc192301ead81625dc60,Northern Shield,Standard,32,Female,32.3,False,2,0,33.33,Heart Disease,0.92,True,Alberta,True
00c0a31c-7e05-48a6-a007-a2c2db6380df,Marcus,Cordova,+1 (880) 876-0385,"48247 Martinez Roads, Lake Eric, ON Y4S 2C8",0801a6d4af346c2233e7383db6254349dfa292a8335b118c9909fccc9dde6522,Northern Shield,Enterprise,45,Non-binary,31.4,False,5,0,8.29,None,0.83,False,New Brunswick,False
74b4c7ce-9cc9-4cb0-b2ba-ae537e650a56,Stacey,Holland,974 846 7737,"98214 Morgan Turnpike Suite 044, Grimesmouth, ON P9N7Y8",7b5a2ee5144e21b735435c77036332b4ca741f14615510b6fa9d682da3301e39,Prairie Life,Enterprise,18,Female,30.4,False,0,1,9.45,COPD,0.81,False,British Columbia,False
f86d7ccc-ca9d-410a-8e30-0f2ae8338bca,Sarah,Kane,(396) 360-5766,"89517 Alicia Motorway, Lake Douglasberg, BC L2N6R9",3d4c77c44b37b2967995af62212e8b10614285708069ba7bb2c259d650b41f7d,Prairie Life,Premium,53,Non-binary,20.6,False,0,0,23.92,Diabetes,0.85,False,Alberta,False
94af25c5-e547-479d-8f23-44a9319b0b30,Norman,Stewart,380-913-4316 x117,"50455 Thomas Pines, Knightburgh, MB C8R 3K4",3c8b9a69af694e999efbf5e250ee6140e71d3c10c76a0f1e6e829b5cc5086791,Northern Shield,Standard,51,Non-binary,32.2,False,1,0,38.69,Asthma,0.93,False,New Brunswick,False
76ca7322-eb8b-49c7-a0e5-4c8f88426f01,Steven,King,1-507-482-1759,"4367 John Ports Suite 944, Port Dominiqueview, AB V6M 4K4",e165c899c2d7b4537a9ee52c0328b324038c994367d2145a3acc91858ae8c7c7,Atlantic Blue,Standard,26,Non-binary,25.3,False,1,1,14.8,None,0.98,False,Alberta,False
5ac63b48-ffc8-4a81-a702-78ff8292c87a,Christine,Byrd,510 470 9521,"32858 Rivas Glens Suite 451, Mccartyberg, YT R2Y 7P1",2d428f2749054484c7193a031f910ec0a3b030a8b300755a06cfeada333813a6,Northern Shield,Standard,60,Male,19.4,False,1,0,6.61,COPD,0.62,True,Alberta,False
da8e409e-453e-4ce8-94bf-56cc09cae123,Joseph,Martinez,1 (949) 651-3709,"174 Wilson Cape, West Wendyville, BC Y8G 6R9",660360bceb94c6f5865e3f91b1757d97e111474ab4b76ed77247fb65b491c45c,Pacific Care,Standard,41,Male,36.4,False,2,0,18.95,Hypertension,0.85,False,Manitoba,False
9e3d7cdc-9e54-4303-912d-cfeeb16178a5,Robert,Newton,861 796 4053,"1585 Raymond Field, Port Madisonland, QC A4B 3N4",ecd029d0cfbf26abf94f0e04f96ec70300122ed1aab1dc508da169b33d55c3fd,Oshawa Health,Premium,38,Non-binary,27.3,True,1,0,27.48,Hypertension,0.61,False,New Brunswick,True
9ef2599a-8d93-4a87-82c6-7db15ca980cd,Casey,Hubbard,(393) 352-9042,"02053 Smith Greens, East Judyhaven, BC V9T 2P8",2a18f6219927a6a8b8840bb4f6ff8fad9596cf926e2c54876d51606478421e68,Prairie Life,Premium,46,Male,30.3,False,2,1,38.64,None,0.96,False,Nova Scotia,False
aa626c51-3fe3-4597-bb3d-8c85a4cc6554,William,Dougherty,884-700-7661,"59212 Weber Prairie, Oscarhaven, NL X2S9E4",14162f7a1ec5ddddb71e06d75eb002cfc5425e27372f614374dd9c75b5407a55,Northern Shield,Premium,48,Male,31.4,False,2,1,35.71,COPD,0.89,False,Quebec,True
93148047-2e8a-4eff-8a50-137e8a0a1eb5,Russell,Beasley,+1 (657) 661-5654,"11161 Cain Point Apt. 988, Elizabethchester, NT B6M2M9",e606c71096a3cf6be54963f43d62fc1a3ab1aae04c2bf177b322589fe1da24a2,Oshawa Health,Standard,32,Male,24.2,False,3,1,37.58,Cancer,0.94,False,Alberta,True
052c537c-626d-460d-85c4-c534186808ee,Jason,Douglas,(915) 851-4936,"24455 Howard Divide Suite 120, Lake Alyssafurt, NS N5H6P2",2cd39271540bd782d2f70c74e8bc7bdede1014ea7be71117bd7e667fd491a579,Pacific Care,Standard,57,Male,33.5,False,2,1,16.18,Asthma,0.98,True,Manitoba,False
7b9de9f6-051c-42d9-bc74-e1763535c4a8,Nicole,Moore,414-767-9764,"1497 Williams Locks Apt. 034, Port Derrick, NL N8E7A3",cf176498b6e4a91e5020fa6369905dcb063997215a1164ccd9d0ca873318caaa,Northern Shield,Enterprise,73,Non-binary,32.3,False,1,1,32.71,Cancer,0.92,False,Quebec,True
8cec5df1-8061-4134-ba59-c70155b19ffe,David,Patel,(288) 516-0607,"664 Richard Islands Apt. 975, South Meganbury, NS X5C6R4",dd31d498267187368bc1a004e75e8bf815625ac42b40d6f9697c573926b7c4ba,Pacific Care,Premium,44,Male,16.5,True,1,0,31.65,None,0.85,False,British Columbia,True
fd94209e-d403-40cb-b4fe-b1a49230a814,Mason,Jackson,(318) 835-5231 x243,"77997 Lin Road, Edwardland, NU M6L9B2",34a5b913a940288656591542a88f7be3464e081039ccff7616d5138281f2d9c7,Pacific Care,Standard,48,Male,24.5,False,2,0,39.53,Asthma,0.75,False,British Columbia,False
a4ab7d69-604b-40ef-abb8-a727f601bde3,Lance,Hayes,954-119-9867,"359 Mason Circle Suite 151, North John, NU X6X6H5",d921df0392fffaa06da939589015870c62ebacba566dff2169eb717b7081ce1e,Pacific Care,Enterprise,41,Female,28.6,False,1,0,5.4,Cancer,0.79,False,Manitoba,False
80cd20ed-e250-4f69-9cce-e1b777ebbe2b,Paul,Schroeder,351-518-6449,"254 Anderson Station, West Angelicamouth, MB S1X 6P5",5d6b228935ab7bb2a882c6ececa1d79360bb24bdc16a0e139e63d75cdc81862d,Oshawa Health,Standard,64,Non-binary,30.9,False,2,1,38.71,COPD,0.6,True,New Brunswick,True
5a224fee-2dba-48a4-bfb5-1bcc442c0c2e,Henry,Lewis,333-221-4188 x805,"29270 Diaz Stravenue, South Cheryl, YT K5Y8K4",c42b942ec3c94a1a00e09baca5c74998455ef64a77a8e45b595267f04a8fa32b,Prairie Life,Standard,45,Non-binary,27.5,True,3,0,25.45,Hypertension,0.96,False,Ontario,True
508bb7fe-88f7-4d0e-b0e9-f6a784bce8b1,Micheal,Valentine,874-688-6239 x240,"814 Kathryn Groves, Whiteheadberg, NS K1T 7P1",e7f6bd763435339941a24cb31e7fdddf8632d8f2828d5f791d374efd984f7ea3,Northern Shield,Enterprise,43,Non-binary,31.9,False,1,0,17.37,Hypertension,0.83,False,British Columbia,False
333f09db-be45-45e8-8457-286882dcf2ad,Randy,Brooks,+1 (115) 305-1522,"277 Rebecca Brook Suite 328, Rodriguezport, NB E7B8K2",36c3500688ee0a7a314b0fd675baeea62113a84d26cd1db5242264df57a99cbb,Oshawa Health,Premium,73,Non-binary,31.8,False,0,3,26.47,None,0.77,True,Quebec,True
79ee47ea-e4d3-448b-b45b-929d70e12dd2,Daniel,Stein,(708) 932-4609 x539,"518 Peter Mountains, Lake Paulstad, NL P4C 2P6",c740a00ee0b26f4604009eda736b90c693a56b8626c657013921f0993f00b24d,Atlantic Blue,Standard,43,Non-binary,25.6,True,1,0,18.33,Hypertension,0.99,False,Ontario,True
5ce3b14a-ffbf-4783-8520-ce8bc780b4f7,Dennis,Bell,1 (427) 722-1704,"54868 King Terrace, West Michael, YT N6L 7E7",07731e0fcdd7155f06dfd0994810648246154ce19471a52b3fb807f28088f147,Prairie Life,Standard,63,Non-binary,19.0,False,8,0,9.52,Hypertension,0.98,False,Saskatchewan,False
2cfc6f78-a158-4f1a-9ea5-2784dffc33b3,Julia,Kline,+1 (252) 775-8416,"451 Mark Hill, Seanchester, MB P6T7B5",5b181a61868d95f5c56bc57b9f114562f5cbca15e7c33ff7cd2c242343a50277,Oshawa Health,Enterprise,55,Female,21.4,False,1,1,32.03,Diabetes,0.81,True,Nova Scotia,True
dfc363c9-4b92-4439-9956-be482522e201,Danielle,Moody,116-582-0297,"55690 Erika Land, Scottland, PE X6P 5R4",534a200c643dd3a57ada154776fcd0dddfff7c951343bcc823803f2b57253ca2,Pacific Care,Enterprise,71,Male,25.8,False,0,1,29.64,Heart Disease,0.69,False,Ontario,True
18895f3a-b400-49e0-85f3-c7ca9423511c,Susan,Johnson,578 681 4473,"21727 Lisa Vista, Elizabethland, ON M6H9H4",317d1959b67a3758640d45b5362e1b242f5554a1adb57ea0d63f4f77aed8e462,Oshawa Health,Premium,19,Male,34.2,False,2,1,26.77,Hypertension,0.94,True,Manitoba,False
79cde49e-a3c6-4d17-8b79-7558eda3d38e,David,Harris,337 058 9578,"6786 Morrow Cliffs, West Dawn, NU X9P3G3",2181de66f903d5df257f6d0664d4349d9019f6a72e038e0275850f03b44d6ee0,Atlantic Blue,Enterprise,44,Male,28.9,False,1,0,7.66,Heart Disease,0.65,False,New Brunswick,False
7f65608e-78f3-4346-900d-e5f0d024b4e9,Ryan,Bartlett,918-242-2535,"3842 Mendez Course, New Shelly, MB N2B 1A5",b7d465485fc2c210ba0b54216f10aa8af689f8e320780c2baff703fe33cfc002,Atlantic Blue,Premium,28,Non-binary,29.4,False,3,0,6.43,COPD,0.67,False,Ontario,False
17a7965b-991a-4101-8294-38cbfb0fa0dd,Debra,Wang,+1 (590) 784-4736,"027 Washington Ford, Catherinemouth, SK P6R9G9",d1271baf80970fcee8e70b449b0308059c74933736f35224743812d55239c9d8,Northern Shield,Enterprise,29,Female,24.2,False,1,1,7.86,Diabetes,0.95,True,Quebec,False
1af899cd-bc59-4a18-a868-a3aa8d68093d,Daniel,Allen,747.321.0469,"9532 Ferrell Mountain, Kochfort, AB R4X 4T6",0ab0cd279683abc9935e5aeb73d87bca574f72570dc40ba8b5dc0b366f8a3b63,Prairie Life,Standard,43,Non-binary,25.9,True,1,0,17.97,Heart Disease,0.79,False,Alberta,True
27cea386-65da-423f-9691-ea47ae9d8788,Brandon,Campbell,148-016-2456 x506,"416 Duran Harbors Apt. 216, Lauramouth, ON G7J9X1",efd01c4309e5fd2ecc24f1ae141cf98ac5c32ad7aa30f337b459dff7d0dc4ec4,Prairie Life,Standard,18,Non-binary,31.3,True,2,0,23.64,Heart Disease,0.7,False,New Brunswick,True
ba3f7138-84a3-41d9-948d-7167c75e9e6c,Brandon,Taylor,1 (678) 729-8259,"495 Erickson Hills Suite 055, South Brandytown, PE L8K3B9",d83abda27d3056439b50bc15a66672ee817f3f4cde00c64f9c17292831b03073,Northern Shield,Premium,42,Female,26.8,False,0,0,9.19,Cancer,0.96,False,Ontario,False
880a6b9f-5043-4a97-a346-d6d37b2443cb,Cristina,Harvey,+1 (723) 091-3075,"368 Salas Street Apt. 283, Whitneyfort, ON N9H6T9",af61d7dc00a28376f33dfecd3957cff03b249958bd1ac3be605212a641f2d11c,Atlantic Blue,Enterprise,54,Male,22.6,False,2,0,14.93,Heart Disease,0.75,False,New Brunswick,False
bf943836-dcab-4e21-86a6-53ab3ad7d956,Michael,Ingram,1-597-334-8434,"7584 Martinez Springs Suite 652, Bobbyland, NT L4V9J5",9e8ce9df50493107e928d627e03c6659613f4a230a120e67c7717c130b97c203,Atlantic Blue,Standard,18,Male,31.7,True,1,0,10.35,None,0.7,False,British Columbia,False
cfb60554-e2a1-415e-a8fd-07592f3af08e,Sarah,Horton,119 933 0833,"7120 Richard Wells Suite 734, Justinton, YT K3Y 7B3",5e7a3a4fc78b70145bb7fa1d3912030f034d88cf33a98d3ef305078b0d38340e,Oshawa Health,Standard,32,Male,27.2,False,1,0,38.93,Hypertension,0.95,False,Nova Scotia,False
7cf7728c-3a77-401f-86fc-9ba70f961ef9,Sarah,Johnson,+1 (672) 400-4991,"887 Melissa Mountain Suite 315, Lake Stephen, NL A4N 3M7",bb4331b6484d9c661033b667a4a71c01e33177b94b81900673156ce4d23c325b,Oshawa Health,Enterprise,34,Male,24.3,False,3,1,16.33,Cancer,0.77,False,Saskatchewan,False
c86ce0ef-5c44-47d7-afbe-753ead383e0d,Margaret,Robertson,761.227.5304,"5499 Jose Lake Apt. 017, Erikhaven, SK E4M4P3",afca17def2666049df78ed9a2750b2125fc903106be9962073101673dbc52a30,Atlantic Blue,Enterprise,40,Non-binary,19.4,False,0,0,23.64,Heart Disease,0.62,False,Nova Scotia,False
becbf78d-cfb5-4ce4-b489-c09ba4362bde,Timothy,Gibson,1 (868) 783-3918,"108 Ashley Drive, West Melissa, NU J9V 8C1",f134791ace31661289b78537f61b620f40c495bf3dd3e633623fdd69ec1e58d1,Northern Shield,Standard,35,Male,30.8,False,2,0,17.21,Diabetes,0.97,False,Nova Scotia,False
fda17097-1aed-47aa-9550-61a8f65f64a0,Shawn,Palmer,190-874-0640 x391,"180 Valerie Mountains Apt. 462, Port Darlene, SK P7R7T2",cb541e60554b0b127d704cb589e84dba9d1873cf9b68991a9be00a6e0df5cd8d,Prairie Life,Standard,46,Non-binary,29.4,True,0,1,10.73,Asthma,0.67,False,Alberta,True
a91a0eed-0d6c-491d-a94f-fe83c0c553c3,Felicia,Stanley,(825) 128-6823 x004,"37524 Sharon Stream Apt. 069, East Jamieville, PE T1B 7K8",fb16e9103782c12318951517edcdc5cb916db8103510773046c93f17f8527411,Oshawa Health,Standard,49,Male,37.4,False,3,0,21.19,Asthma,0.72,False,New Brunswick,False
70cde973-2cef-49db-9c04-d44842b9c0fb,Jimmy,Robinson,428-439-5995,"836 Hill Point, Lake Erika, ON B9P6R7",dd5bd02252e51342723525d6d3e2b3089df9322dbebfcebb4735196f1e9632cb,Northern Shield,Enterprise,45,Male,25.8,False,2,1,16.72,Heart Disease,0.66,False,Alberta,True
44ddd1bf-e9c9-4f7b-9733-d5f6a0901c94,Ricky,Evans,787 334 2708,"3435 Sandra Vista, Christopherborough, AB R4B9C4",392fb25e379d41cbd1c7a7957cb69618c992598126d416359dbde260d843ec94,Prairie Life,Enterprise,54,Male,38.4,True,1,0,13.7,Heart Disease,0.9,False,Manitoba,True
1479fa76-4ca1-4e00-9d43-ea89eb4f380b,Timothy,Booth,1 (740) 331-7393,"6785 Green Passage Suite 717, Robinstad, NT B1K5G9",e15431a78301a60a18a9e45ff22f814db283a770f3589d2be58a5dd735974b4c,Northern Shield,Standard,51,Non-binary,25.3,True,0,1,18.91,Cancer,0.92,False,Saskatchewan,True
9151e184-a4f5-4279-9838-d035719ea5ff,Sarah,Riley,+1 (942) 353-6937,"7725 Donald Plains Suite 280, Port Melanieton, YT S2G 3K1",4176503c6681cd000079652466bd22614b717773aa5dcc0f05e3198ba59cba0c,Northern Shield,Enterprise,56,Female,22.4,False,3,0,11.36,Hypertension,0.96,False,Ontario,False
ca9d44da-bf7a-4420-b9cf-85e6d231f5ba,Jeffery,Bryant,199-770-0886,"408 Drake Fall Apt. 182, East Christine, NL L6R7C8",e0cfc6d71025b80eb951812321cfe5370cae5e9b0bcb6c33fcbde68406783788,Atlantic Blue,Enterprise,18,Female,27.9,False,0,2,29.38,Cancer,0.97,False,Nova Scotia,True
0c23e03e-91a0-4473-9506-47d5eb15c514,Annette,Branch,(141) 016-6687,"76591 Jerry Ways, Nelsonland, QC Y6B1H4",1366b3c5e791b37ca6fd8ffd5b6e8367832eb3ff6187f553438401ccb291858d,Pacific Care,Standard,48,Female,21.3,False,4,0,39.47,Diabetes,0.94,False,Ontario,True
4bd4a040-2303-4aaf-9303-2645bd608f4e,Brenda,Goodwin,+1 (714) 293-9685,"501 Hall Club, Cassiefurt, YT A8L4T6",f42ee027bdac49a246afa161b9593582b91106c04d83319999d4a7c3609ad817,Prairie Life,Premium,52,Non-binary,24.1,False,1,0,18.94,COPD,0.81,True,Alberta,False
96ecc7d0-263c-4c5f-953e-02717781d947,Angela,Bennett,396 194 3114,"655 Christopher Inlet, Wardview, BC C8H 9S9",3adeccdbc0e8d22483b9c25e1d1c69ab21328ad4614aa3ba6a1d6fa57622ff32,Prairie Life,Enterprise,25,Female,20.5,False,1,0,9.93,Hypertension,0.67,False,Quebec,False
3be06c7f-7952-4559-b439-733d6b5d19c3,William,Garcia,758.199.5604,"839 Gina Extension, West Kevin, NU C5H 7S5",ca00702666f012fba0f8421385e2db96b2f22c7cf6e9b6f27a14850899e8a414,Atlantic Blue,Standard,42,Female,32.4,False,0,0,11.23,Heart Disease,0.98,False,Manitoba,False
a839d564-9dd7-482f-ad05-ab3d8b1f9845,Todd,Jones,1-137-993-7124,"657 Jordan View Apt. 459, South Leon, NS M6V7K5",88fe485bbd8026dc62ef372996b2485bfb1d9fdfa6c04919fa156bd0439a75ae,Atlantic Blue,Enterprise,33,Non-binary,26.2,True,2,1,36.43,Asthma,0.68,False,British Columbia,True
89f16b1d-cfc7-4194-8df0-ddd2c8834bf9,Lisa,Long,893.982.8073,"7243 Hopkins Stravenue, Mccormickland, NU R7Y9X1",27d4cc9b411e1d1e7637312e9797fe7e49403ac47c55af8481f3c9314d82fe3b,Prairie Life,Standard,36,Male,23.4,False,2,0,24.59,Cancer,0.66,False,Manitoba,False
26750baa-351b-4789-a6c9-e181d57b019d,Krystal,Ward,(291) 135-2909 x656,"3888 Sean Lock, Bartonshire, SK P2A 5V7",f9cd1a70d21bb624256716531ffa0d051a996157895f1f6581c515ed322b705e,Pacific Care,Premium,23,Non-binary,23.1,False,1,0,30.06,Hypertension,0.86,False,Saskatchewan,False
d044886f-9443-4977-8372-b25641fd8d78,Samantha,Miller,254 573 8757,"1401 Melinda Rue Apt. 238, New Ethan, ON T3K3R7",2cbe3f14e6cbddb82fb7b289023a3f99b3fdb7f3806d2e8724417dc645ff9c6e,Northern Shield,Premium,34,Female,27.5,False,1,0,13.51,Hypertension,0.89,True,British Columbia,False
46a8ffac-4eef-4c25-8ec7-b95f54760a7c,Randall,Mclaughlin,(279) 660-3341,"3714 Rose Route Suite 969, Matthewsstad, NT H3M6C2",0992e6379016ba718a68cc17ced56ef58ffb1a065f5bd3ae51a921648228bc3d,Oshawa Health,Enterprise,39,Female,32.8,False,0,0,36.37,Hypertension,0.61,False,Quebec,False
447fa56c-a3f5-4eba-811b-595245555ff7,John,Wilson,1 (328) 669-2966,"274 Jacob Ville, Harveystad, AB G9J9R8",10c4047ab1525fc062b8307434bdede48f14890944e01e1007bc4b849ed05f58,Northern Shield,Standard,26,Male,31.6,True,1,0,25.66,Diabetes,0.71,False,Ontario,True
68ff3e8e-ffe9-491f-8094-758a3c329e96,Robert,Vasquez,372-190-3404 x384,"819 Joseph Plains Suite 807, South Curtis, QC M5B 6T2",895231b8e4bb580254005001d5d00d81376b4688936d9691722bcd8e7f628448,Pacific Care,Enterprise,63,Male,16.2,False,2,0,35.4,Cancer,0.79,True,New Brunswick,True
e6192bb1-1646-4fac-aa8d-ec7216f35c88,Scott,Mcknight,(439) 596-2923,"498 Mario Squares Suite 494, East Sydneychester, AB G3G6K4",c9d437380104cf05614122efcd18137ee806e53bf86a6e1a726684e371d691bf,Pacific Care,Standard,65,Female,37.8,False,0,2,11.01,COPD,0.71,False,New Brunswick,True
74a6c1d1-86c6-4df4-93ef-2fc070fe77e0,Kathleen,Lowe,829-466-7116 x845,"017 Horn Underpass Suite 363, Adamsport, NT V1N 2B8",52b11671adc05353feff0105d4a3000698a29aaf1be0c4c7d409affd873f233f,Oshawa Health,Standard,20,Male,29.8,False,2,0,9.79,None,0.96,True,Nova Scotia,False
